2460023273;1000;1000;50;1000;1000
2460435158;950;1000;50;950;1010
2459907895;900;1000;50;899;1018
2460183648;850;900;50;856;900
2460678157;800;1250;50;804;1189
2462755300;850;850;50;900;871
2462617735;900;1100;50;953;1134
2463049102;850;1400;50;913;1291
2462379425;800;900;50;884;921
2487748107;850;900;50;1000;1052
2487981101;800;950;50;948;1104
2487855511;850;900;50;1017;1035
2490453752;900;1600;50;1067;1103
2490300202;950;1550;50;1118;1052
2490786972;900;1600;50;1065;1105
2490610417;850;1650;50;1017;1153
2508176473;800;950;50;974;897
2507782600;750;800;50;920;1003
2507892790;800;750;50;974;949
2508080317;850;1000;50;1022;951
2512317248;900;900;50;1072;905
2512126172;850;950;50;1013;963
2516374201;800;850;50;961;995
2516527499;750;900;50;913;1043
2518557862;700;850;50;871;833
2518745619;650;900;50;819;885
2518455526;700;850;50;873;831
2520617412;750;1350;50;925;1234
2520486522;700;1400;50;892;1267
2531263117;650;850;50;864;871
2531367770;600;800;50;815;845
2538272702;550;950;50;763;949
2537828917;600;850;50;825;906
2537964088;650;800;50;890;841
2565535942;700;1050;50;937;1057
2565687842;750;1000;50;993;1001
2573084288;700;1450;50;944;1279
2572930729;650;1500;50;912;1311
2575135911;700;800;50;983;1029
2575655711;750;1400;50;1035;1320
2575014976;700;750;50;999;990
2576049868;750;1450;50;1048;1356
2575845829;800;1400;50;1125;1279
2577275970;850;1150;50;1181;1291
2577389111;800;1200;50;1136;1336
2577947732;750;1000;50;1091;1000
2577777217;800;950;50;1136;955
2582516287;850;1250;50;1176;1136
2582355886;900;1200;50;1224;1088
2585105361;950;650;50;1267;943
2584855031;1000;600;50;1299;911
2584957033;1050;500;50;1327;823
2587981860;1000;1100;50;1247;1163
2587648563;950;1100;50;1194;1168
2587824792;900;1150;50;1143;1219
2592264661;850;850;50;1097;1093
2592415496;900;800;50;1146;1044
2597290165;950;1650;50;1195;1374
2597179283;900;1700;50;1153;1416
2599914469;850;550;50;1111;1019
