2458949931;1000;1000;50;1000;1000
2484001524;950;950;50;1000;1000
2483879748;900;1000;50;950;1050
2488568108;850;900;50;906;906
2495868794;900;950;50;956;999
2510524532;950;800;50;1018;836
2512651257;1000;1100;50;1057;1085
2516767488;1050;1100;50;1108;1098
2516898736;1100;1050;50;1157;1049
2517347414;1150;1150;50;1201;1132
2517241649;1200;1100;50;1247;1086
2517145787;1250;1050;50;1289;1044
2521452337;1200;1350;50;1228;1334
2521556894;1150;1400;50;1183;1379
2521342948;1100;1450;50;1142;1420
2578149383;1150;1200;50;1204;1061
2578320449;1100;1200;50;1148;1063
2583360422;1050;1000;50;1095;995
2583535779;1000;1050;50;1040;1050
2583447169;1050;1000;50;1090;1000
2585693150;1100;950;50;1140;1029
2585308495;1150;1200;50;1189;1112
2585518430;1100;950;50;1136;1028
2588679291;1150;950;50;1180;1000
2593125830;1100;950;50;1121;1024
2593351350;1150;900;50;1166;979
