2459675261;1000;1050;50;1000;1050
2459521437;950;1000;50;953;1000
2459596920;900;1050;50;906;1047
2459407990;950;1000;50;975;978
2459741412;1000;1200;50;1025;1167
2482049776;950;950;50;1000;1000
2482159406;1000;900;50;1050;950
2482280397;950;950;50;995;1005
2488487862;900;1050;50;946;1037
2488362735;850;950;50;901;901
2488762719;900;1100;50;951;1082
2497352898;950;900;50;1007;960
2500153104;900;1100;50;955;1089
2500060774;950;1050;50;1012;1032
2500246729;900;1100;50;963;1081
2503954156;950;1000;50;1019;1000
2503743859;900;1050;50;969;1050
2504108182;950;1000;50;1023;996
2513157515;900;300;50;972;829
2513053122;850;350;50;914;887
2575833596;800;1000;50;863;1000
2576005562;850;950;50;920;943
2578554147;900;1000;50;971;1000
2578693723;850;1050;50;923;1048
2578427058;900;1000;50;979;992
2585693150;950;1100;50;1029;1140
2586261501;900;1100;50;980;1073
2586117814;950;1050;50;1034;1019
2585972364;1000;1000;50;1083;970
2585518430;950;1100;50;1028;1136
2588356135;900;950;50;984;969
2588224746;950;900;50;1033;920
2588542991;900;900;50;977;929
2593125830;950;1100;50;1024;1121
2593351350;900;1150;50;979;1166
2593615941;850;450;50;935;1051
