2653110356;3329893;2016-09-18;5;1607;4;true;3322406
2653009266;3329893;2016-09-18;5;1131;4;true;3322406
2652781213;3329893;2016-09-18;5;1295;2;false;3322406
2670573609;3329893;2016-09-26;5;592;4;false;3259967
2670681352;3329893;2016-09-26;5;947;4;false;3259967
2674654010;3329893;2016-09-28;5;856;1;true;2925790
2689604617;3329893;2016-10-05;5;1072;1;true;1857050
2689514891;3329893;2016-10-05;5;919;1;true;1857050
2696114414;3329893;2016-10-08;5;1060;1;true;3322406
2696204632;3329893;2016-10-08;5;1030;2;false;3322406
2695936459;3329893;2016-10-08;5;1218;3;false;3322406
2735436014;3329893;2016-10-26;5;1157;1;true;2813614
2735648299;3329893;2016-10-26;4;744;1;false;3262512
