2732017221;2880140;2016-10-24;1;741;2;false;2659468
2731871360;2880140;2016-10-24;1;1328;4;true;2662139
2731571750;2880140;2016-10-24;1;1193;4;true;254140
2735432187;2880140;2016-10-26;1;1301;2;true;3325891
2735875310;2880140;2016-10-26;1;1146;2;true;2662139
2735575627;2880140;2016-10-26;1;1683;2;true;2678752
2736344390;2880140;2016-10-26;1;972;4;true;3327985
2735998239;2880140;2016-10-26;1;1072;4;true;2662139
2736250204;2880140;2016-10-26;1;1496;2;true;3327985
2737336515;2880140;2016-10-27;1;981;2;false;2659468
2737135509;2880140;2016-10-27;1;1038;2;true;1105664
2736907451;2880140;2016-10-27;1;1100;3;false;350190
2737061217;2880140;2016-10-27;1;1075;2;false;24
2739254368;2880140;2016-10-28;1;1534;4;true;2108395
2739584028;2880140;2016-10-28;1;960;4;true;1276785
2738932967;2880140;2016-10-28;1;743;4;false;3326875
2739147075;2880140;2016-10-28;1;645;4;false;543897
