2233267149;2330985;2016-03-19;583;false
2233411040;2330985;2016-03-19;421;false
2235688599;2330985;2016-03-20;796;false
2259653401;1960029;2016-03-30;1002;false
2262330297;1960029;2016-03-31;1080;false
2262039737;1960029;2016-03-31;1176;true
2262201497;1960029;2016-03-31;570;false
2261943729;1960029;2016-03-31;726;false
2274205524;1960029;2016-04-05;971;false
2274108767;1960029;2016-04-05;831;false
2275929169;1960029;2016-04-06;940;false
2275851257;1960029;2016-04-06;1063;false
2305092868;1960029;2016-04-19;627;false
2305263916;1960029;2016-04-19;792;false
2304992287;1960029;2016-04-19;691;false
2305366213;1960029;2016-04-19;690;false
2309676019;1960029;2016-04-21;1115;false
2309512154;1960029;2016-04-21;1066;false
2308967029;1960029;2016-04-21;843;false
2308908957;1960029;2016-04-21;885;false
