2615275949;2006913;2016-09-01;3;892;2;false;59
2615138939;2006913;2016-09-01;3;1238;2;true;59
2615493185;2006913;2016-09-01;3;1097;2;true;59
2615378496;2006913;2016-09-01;3;1160;1;false;59
2615577441;2006913;2016-09-01;3;675;2;false;59
2619332570;46;2016-09-03;3;1162;1;false;2537636
2619149783;46;2016-09-03;3;1261;1;false;2537636
2670566662;2006913;2016-09-26;3;1712;2;false;2537636
2670723455;2006913;2016-09-26;3;730;2;false;2537636
2703616243;2006913;2016-10-11;2;1039;2;true;46
2703494497;2006913;2016-10-11;2;872;2;false;46
2703697249;2006913;2016-10-11;2;1456;2;true;46
2705730909;2006913;2016-10-12;2;1204;2;false;2783913
2706026434;2006913;2016-10-12;1;1005;4;false;1883502
2706112060;2006913;2016-10-12;1;944;2;true;1883502
2710045006;2006913;2016-10-14;2;1581;2;true;2538753
2710256267;2006913;2016-10-14;2;643;2;false;3332295
2709731113;2006913;2016-10-14;2;987;2;false;2538753
2710191376;2006913;2016-10-14;2;438;2;false;3332295
2709915195;2006913;2016-10-14;2;1161;2;true;2538753
2712507877;2006913;2016-10-15;1;1142;2;false;1883502
2712341613;2006913;2016-10-15;1;1013;2;false;1883502
2717268342;2006913;2016-10-17;2;1134;1;true;46
2708121940;2006913;2016-10-13;1;1034;2;false;2163
2707859015;2006913;2016-10-13;1;1860;2;true;3214108
2708009312;2006913;2016-10-13;1;1792;2;true;2163
2707751660;2006913;2016-10-13;1;708;2;false;3214108
2717347882;2006913;2016-10-17;2;805;2;false;46
2717415283;2006913;2016-10-17;2;675;2;false;46
2736296946;2006913;2016-10-26;2;791;1;false;111474
2736399954;2006913;2016-10-26;2;1177;2;true;111474
2737524381;2006913;2016-10-27;2;1441;2;true;2783913
2737621578;2006913;2016-10-27;2;948;2;false;2538753
2738058122;2006913;2016-10-27;2;1037;2;true;36
2738595659;2006913;2016-10-27;1;847;2;false;1883502
2738454486;2006913;2016-10-27;1;839;2;false;1838315
2739526620;2006913;2016-10-28;1;798;2;false;2163
2739632750;2006913;2016-10-28;2;835;4;true;111474
2739907255;2006913;2016-10-28;1;2880;2;true;2642171
2740681929;2006913;2016-10-28;2;1335;2;true;2533075
2749847551;2006913;2016-11-01;2;1226;0;false;2538753
2749721703;2006913;2016-11-01;2;1168;0;false;2538753
2749571296;2006913;2016-11-01;2;1330;0;true;2538753
2753763169;2006913;2016-11-03;1;1088;0;true;2642171
2753887338;2006913;2016-11-03;1;1455;0;false;2642171
2763425624;3332295;2016-11-07;2;1700;Core;true;46
2763507065;2006913;2016-11-07;5;1029;Core;false;3266312
2765691614;2006913;2016-11-08;2;962;null;false;2533075
2765606807;2006913;2016-11-08;2;1429;null;false;2533075
