2364896489;4;2016-05-15;1099;false
2365013206;4;2016-05-15;579;false
2367249365;4;2016-05-16;902;true
2367385129;4;2016-05-16;1262;true
2373239684;4;2016-05-19;1559;true
2373333096;4;2016-05-19;1563;true
2387774524;4;2016-05-25;992;false
2387892271;4;2016-05-25;899;true
2390126268;4;2016-05-26;2146;true
2390043311;4;2016-05-26;1366;true
2391932477;4;2016-05-27;1471;true
2394417814;4;2016-05-28;1100;false
2394575637;4;2016-05-28;1464;false
2397323304;4;2016-05-29;1383;true
2397416848;4;2016-05-29;719;false
2508059262;4;2016-07-16;1684;true
2507952925;4;2016-07-16;1937;true
