2368143371;2621843;2016-05-16;1315;true
2368044486;2621843;2016-05-16;1175;false
2368253586;2621843;2016-05-16;1401;true
2386888125;2621843;2016-05-24;1286;true
2386721399;2621843;2016-05-24;793;true
2390888872;2621843;2016-05-26;1097;true
2391225965;2621843;2016-05-26;1103;true
2391064333;2621843;2016-05-26;1503;false
2393384802;2621843;2016-05-27;1244;false
2393242178;2621843;2016-05-27;983;false
2410461958;2621843;2016-06-03;1486;true
2438211781;2621843;2016-06-15;967;false
2438347973;2621843;2016-06-15;1449;true
2440508612;2621843;2016-06-16;2040;true
2450013945;2621843;2016-06-20;1208;true
2450233710;2621843;2016-06-20;1306;false
2458949931;2621843;2016-06-24;1386;true
