2910720022;2538753;2017-01-12;5;true;3334489
2910829515;2538753;2017-01-12;5;true;3334489
2910357991;2538753;2017-01-12;5;true;3414796
2910423797;2538753;2017-01-12;5;false;3414796
2912108909;2538753;2017-01-13;5;false;3580606
2912185649;2538753;2017-01-13;5;false;3580606
2912287226;2538753;2017-01-13;5;true;3325406
2912360760;2538753;2017-01-13;5;false;3325406
2970412970;2621843;2017-02-03;3;true;3728003
2970577447;2621843;2017-02-03;3;true;3728003
2977280066;2621843;2017-02-05;2;false;2790766
2977118488;2621843;2017-02-05;2;false;2790766
2982735894;2621843;2017-02-07;3;false;3728003
2982876027;2621843;2017-02-07;3;true;3728003
2983006157;2621843;2017-02-07;3;true;3728003
2992074431;2621843;2017-02-11;3;false;46
2991926227;2621843;2017-02-11;3;true;46
2991827866;2621843;2017-02-11;3;false;46
2994071101;2621843;2017-02-12;2;true;2006913
2994156674;2621843;2017-02-12;2;true;2006913
2993918338;2621843;2017-02-12;2;false;2006913
2995849940;2621843;2017-02-13;2;false;2790766
2995983959;2621843;2017-02-13;2;false;2790766
