2176353974;2634364;2016-02-25;1057;false
2208764398;2634364;2016-03-09;852;false
2208829537;2634364;2016-03-09;1212;true
2218321585;2634364;2016-03-12;1130;true
2218394602;2634364;2016-03-13;1097;false
2223148903;2634364;2016-03-14;1012;false
2223430534;2634364;2016-03-15;1206;true
2223352538;2634364;2016-03-15;1129;true
2225516621;2634364;2016-03-16;1002;false
2225466449;2634364;2016-03-16;954;false
2227827195;2634364;2016-03-17;1138;true
2227719729;2634364;2016-03-17;942;false
2232206220;2634364;2016-03-18;712;false
2232259137;2634364;2016-03-19;969;false
2235002123;2634364;2016-03-19;1431;true
2235060744;2634364;2016-03-20;1236;false
2235124037;2634364;2016-03-20;654;false
2259104029;2634364;2016-03-30;626;false
2259146051;2634364;2016-03-30;618;false
2291029062;2634364;2016-04-12;1555;true
2291068547;2634364;2016-04-12;729;false
2290996866;2634364;2016-04-12;612;false
2338428770;2634364;2016-05-03;1235;false
2338518261;2634364;2016-05-03;634;false
2338289540;2634364;2016-05-03;861;true
2338592600;2634364;2016-05-03;1194;false
2340365661;2634364;2016-05-04;744;false
