2701010907;2208748;2016-10-10;3;1051;3;true;2634810
2700916444;2208748;2016-10-10;3;902;3;true;2634810
2703189858;2208748;2016-10-11;3;1372;3;true;2860081
2703316291;2208748;2016-10-11;3;1065;3;true;2860081
2705240016;2208748;2016-10-12;3;1763;3;true;20
2705329321;2208748;2016-10-12;3;1059;3;true;20
2716594603;2208748;2016-10-17;3;811;3;false;2626685
2716708411;2208748;2016-10-17;3;1364;3;true;2626685
2718584492;2208748;2016-10-18;3;970;3;false;2414095
2718751587;2208748;2016-10-18;3;1260;3;true;2414095
2720699522;2208748;2016-10-19;2;680;3;false;3326126
2720549228;2208748;2016-10-19;2;1035;3;true;3326126
2713637707;2208748;2016-10-16;4;1118;3;true;3349045
2713762743;2208748;2016-10-16;4;1082;3;true;3349045
2718138733;2208748;2016-10-18;3;1180;3;true;2626685
2718217171;2208748;2016-10-18;3;1097;3;false;2626685
2726610951;2208748;2016-10-22;3;967;3;false;2860081
2726749420;2208748;2016-10-22;3;1145;3;false;2860081
2746849099;2208748;2016-10-31;1;1107;0;true;1836806
2746402998;2208748;2016-10-31;1;861;0;false;1375614
2746953553;2208748;2016-10-31;1;803;0;false;1836806
2746486937;2208748;2016-10-31;1;778;0;false;1375614
2749170192;2208748;2016-11-01;3;859;0;true;2414475
2749048299;2208748;2016-11-01;3;1066;0;true;2414475
2750653062;2208748;2016-11-02;3;954;0;true;2833354
2750588349;2208748;2016-11-02;3;780;0;false;2833354
2754784556;2208748;2016-11-04;2;959;0;false;1520578
2754668834;2208748;2016-11-04;2;1115;0;false;1520578
2757756308;2208748;2016-11-05;4;847;0;false;2854942
2757599845;2208748;2016-11-05;4;818;0;true;2854942
2760539835;2208748;2016-11-06;3;1247;0;true;2414095
2760648250;2208748;2016-11-06;3;925;0;true;2414095
2762887871;2208748;2016-11-07;3;1031;null;false;2626685
2762222476;2208748;2016-11-07;3;1029;null;true;20
2762132235;2208748;2016-11-07;3;1132;null;false;20
2762792645;2208748;2016-11-07;3;931;Support;true;2626685
2764802193;2208748;2016-11-08;3;854;null;false;2414095
2764923703;2208748;2016-11-08;3;805;null;true;2414095
2766545656;2208748;2016-11-09;2;1274;null;false;15
2766138668;2208748;2016-11-09;2;707;Support;false;3326126
2766213534;2208748;2016-11-09;2;1137;null;true;3326126
2766454118;2208748;2016-11-09;2;1046;null;false;15
2770630860;2208748;2016-11-11;2;1224;null;false;3326126
2770557300;2208748;2016-11-11;2;1053;null;true;3326126
2793471765;2208748;2016-11-21;3;621;Support;false;1951061
2793583884;2208748;2016-11-21;3;1143;Support;false;1951061
2797612709;2208748;2016-11-23;3;1190;Support;true;1983234
2797538030;2208748;2016-11-23;3;911;null;false;1983234
