2409375204;2746885;2016-06-03;3;1096;2;false;2780729
2409573630;2746885;2016-06-03;3;631;2;false;2780729
2414698099;2746885;2016-06-05;3;1665;2;true;2775977
2414851785;2746885;2016-06-05;3;1019;2;true;2775977
2421316823;2746885;2016-06-08;3;984;2;true;2822317
2421449481;2746885;2016-06-08;3;1300;2;false;2822317
2426521521;2746885;2016-06-10;3;889;2;true;1421914
2426375676;2746885;2016-06-10;3;1219;2;true;1421914
2433092992;2746885;2016-06-13;2;705;2;false;2780729
2433200897;2746885;2016-06-13;2;792;2;false;2780729
2433354025;2746885;2016-06-13;3;887;2;true;2581752
2433454088;2746885;2016-06-13;3;863;2;false;2581752
2492745047;2746885;2016-07-09;3;818;4;true;2685608
2492649216;2746885;2016-07-09;3;720;2;false;2685608
2494697067;2746885;2016-07-10;3;755;2;false;2780729
