2848129547;5;2016-12-15;5;true;3331948
2847945133;5;2016-12-15;5;false;3331948
2872704848;5;2016-12-26;5;true;2208748
2872642341;5;2016-12-26;5;true;2208748
2874629195;5;2016-12-27;5;true;2854942
2874710324;5;2016-12-27;5;true;2854942
2875201550;5;2016-12-27;5;true;3456993
2875277415;5;2016-12-27;5;true;3456993
2881841250;5;2016-12-30;5;true;15
2881964961;5;2016-12-30;5;false;15
2882133049;5;2016-12-30;5;false;15
2890835722;5;2017-01-03;5;true;2626685
2890923009;5;2017-01-03;5;true;2626685
2893416032;5;2017-01-04;5;true;15
2893297350;5;2017-01-04;5;true;15
2895808016;5;2017-01-05;5;false;2640025
2895626038;5;2017-01-05;5;true;2640025
2895480406;5;2017-01-05;5;false;2640025
2912240952;5;2017-01-13;5;true;20
2912526011;5;2017-01-13;5;true;4
2912445452;5;2017-01-13;5;true;4
2911941849;5;2017-01-13;5;true;1520578
2914586394;5;2017-01-14;5;true;2860081
2914098996;5;2017-01-14;5;true;3331948
2914446271;5;2017-01-14;5;true;2860081
2914169535;5;2017-01-14;5;true;3331948
2928113988;5;2017-01-20;3;true;2537636
2927549621;5;2017-01-20;5;true;2586976
2927955175;5;2017-01-20;5;false;2586976
2927799177;5;2017-01-20;5;false;2586976
2927599290;5;2017-01-20;5;true;2586976
2931766674;5;2017-01-22;5;true;1838315
2931948355;5;2017-01-22;5;false;3326875
