2847184720;2640025;2016-12-15;3;true;2414475
2849636859;2640025;2016-12-16;2;false;726228
2849873307;2640025;2016-12-16;2;true;726228
2857676981;2640025;2016-12-19;1;true;4
2857592475;2640025;2016-12-19;1;true;4
2859638646;2640025;2016-12-20;1;false;1375614
2859494506;2640025;2016-12-20;1;true;1375614
2860050176;2640025;2016-12-20;1;true;4
2859956166;2640025;2016-12-20;1;true;4
2872300334;2640025;2016-12-26;3;true;2208748
2872356307;2640025;2016-12-26;3;true;2208748
2874626864;2640025;2016-12-27;3;true;1983234
2874688069;2640025;2016-12-27;3;true;1983234
2879698998;2640025;2016-12-29;2;true;726228
2879994794;2640025;2016-12-29;2;false;726228
2879848882;2640025;2016-12-29;2;false;726228
2884167941;2640025;2016-12-31;1;false;1375614
2884321635;2640025;2016-12-31;1;false;1375614
2884054852;2640025;2016-12-31;1;false;1375614
2883749589;2640025;2016-12-31;2;true;15
2883642981;2640025;2016-12-31;2;true;15
2889067403;2640025;2017-01-02;1;true;4
2888927298;2640025;2017-01-02;1;true;4
2893059769;2640025;2017-01-04;3;true;2860081
2893170323;2640025;2017-01-04;3;true;2860081
