2473597971;15;2016-07-01;2;959;4;false;2635099
2473494084;15;2016-07-01;2;894;4;true;2635099
2486012999;15;2016-07-06;1;1121;4;true;1836806
2486139997;15;2016-07-06;1;807;4;false;1836806
2487704143;15;2016-07-07;1;717;4;false;1375614
2487807177;15;2016-07-07;1;602;4;false;1375614
2498829955;15;2016-07-12;1;1027;3;true;2860414
2498755746;15;2016-07-12;1;1837;4;true;2860414
2501502841;15;2016-07-13;1;1060;4;true;2777247
2501373944;15;2016-07-13;1;899;4;true;1951061
2501637055;15;2016-07-13;1;1079;4;true;2777247
2501246411;15;2016-07-13;1;1181;4;true;1951061
2502711579;15;2016-07-14;1;886;4;true;5
2502820698;15;2016-07-14;1;1154;4;true;5
2758130654;3331948;2016-11-05;1;896;0;true;1836806
2758014435;3331948;2016-11-05;1;1999;0;true;1836806
