2336624583;67;2016-05-03;801;false
2347508530;67;2016-05-07;791;false
2347605102;67;2016-05-07;1126;true
2350220146;67;2016-05-08;834;false
2350177666;67;2016-05-08;757;false
2352444672;67;2016-05-10;938;false
2352505254;67;2016-05-10;637;false
2360857993;67;2016-05-13;959;true
2360778189;67;2016-05-13;1692;true
2366292963;67;2016-05-16;812;false
2366249931;67;2016-05-16;949;false
2370232225;67;2016-05-17;614;false
2370298823;67;2016-05-17;921;true
2370347125;67;2016-05-17;1279;true
2387046093;67;2016-05-24;748;false
2386986478;67;2016-05-24;667;false
2408450860;67;2016-06-02;697;false
2408519318;67;2016-06-03;672;true
2408583664;67;2016-06-03;1508;true
