2919166954;3586078;2017-01-16;5;false;3326875
2919101348;3586078;2017-01-16;5;false;3326875
2921289816;3586078;2017-01-17;1;true;2581813
2921367354;3586078;2017-01-17;1;false;2581813
2921281135;3586078;2017-01-17;1;true;2581813
2922992396;3586078;2017-01-18;1;true;543897
2923084677;3586078;2017-01-18;1;false;543897
2923617655;3586078;2017-01-18;2;false;2659468
2923493087;3586078;2017-01-18;2;false;2659468
2927142825;3586078;2017-01-20;5;true;98301
2927229494;3586078;2017-01-20;5;true;98301
2934031978;3586078;2017-01-23;2;true;350190
2933839164;3586078;2017-01-23;2;false;2108395
2933762291;3586078;2017-01-23;2;false;2108395
2934192355;3586078;2017-01-23;2;true;350190
2997480997;3586078;2017-02-14;5;false;2644737
2997361751;3586078;2017-02-14;5;true;2644737
3001656145;3586078;2017-02-16;2;false;2108395
3001212233;3586078;2017-02-16;3;true;3661849
3001279459;3586078;2017-02-16;3;true;3661849
3001543467;3586078;2017-02-16;2;true;2108395
3003679406;3586078;2017-02-17;5;true;24
3003551370;3586078;2017-02-17;5;true;24
3007414504;3586078;2017-02-19;3;true;1276785
3007495523;3586078;2017-02-19;3;true;1276785
3009785900;3586078;2017-02-20;5;true;3659536
3009877783;3586078;2017-02-20;5;false;3659536
3010066730;3586078;2017-02-20;1;true;2581813
3010179177;3586078;2017-02-20;1;true;2581813
3013647172;3586078;2017-02-22;3;true;3725701
3013754717;3586078;2017-02-22;3;true;3725701
