2656918057;2414095;2016-09-20;3;994;3;true;1983234
2656861720;2414095;2016-09-20;3;679;3;false;1983234
2658846855;2414095;2016-09-21;3;1055;3;true;2634810
2658764620;2414095;2016-09-21;3;1035;3;false;2634810
2660646701;2414095;2016-09-22;3;929;3;true;2776208
2660735396;2414095;2016-09-22;3;787;3;false;2776208
2660586214;2414095;2016-09-22;3;572;3;false;2776208
2680533462;2828740;2016-10-01;4;1060;3;false;2854942
2680269151;2828740;2016-10-01;3;550;3;false;3317512
2680333068;2828740;2016-10-01;3;462;3;false;3317512
2681208900;2828740;2016-10-01;3;846;3;false;2833354
2681078179;2828740;2016-10-01;3;371;3;true;2833354
2700732352;2414095;2016-10-10;3;656;3;false;2860081
2700831927;2414095;2016-10-10;3;764;3;false;2860081
2702712371;2414095;2016-10-11;3;1329;3;false;20
2702831932;2414095;2016-10-11;3;1179;3;false;20
2704823566;2414095;2016-10-12;3;652;3;false;2626685
2704751332;2414095;2016-10-12;3;479;3;false;2626685
