2435272608;2538621;2016-06-14;3;794;1;false;2208748
2435194060;2538621;2016-06-14;3;791;2;false;726228
2434935621;2538621;2016-06-14;3;991;2;false;726228
2435347523;2538621;2016-06-14;3;784;2;false;2208748
2437965343;2538621;2016-06-15;3;849;2;false;4
2437128789;2538621;2016-06-15;1;793;2;false;1836806
2437805859;2538621;2016-06-15;3;1047;2;true;4
2436981034;2538621;2016-06-15;1;611;2;false;4
2437178945;2538621;2016-06-15;1;770;2;false;1836806
2438104076;2538621;2016-06-15;3;812;2;false;4
2437028162;2538621;2016-06-15;1;748;2;false;4
2439672499;2538621;2016-06-16;3;666;4;false;2643401
2439509185;2538621;2016-06-16;1;617;2;false;2777247
2439729893;2538621;2016-06-16;3;752;2;true;2643401
2439583776;2538621;2016-06-16;3;1098;2;true;2643401
2439402693;2538621;2016-06-16;1;976;2;false;2777247
2441870926;2538621;2016-06-17;1;1294;2;true;2860414
2441792550;2538621;2016-06-17;1;1533;2;true;2860414
2441956089;2538621;2016-06-17;1;923;2;false;2414475
2442070612;2538621;2016-06-17;1;795;2;false;2414475
2444371662;2538621;2016-06-18;1;719;1;false;1951061
2444220908;2538621;2016-06-18;1;1083;2;true;1951061
