2910519445;1964407;2017-01-12;5;false;3334209
2910609309;1964407;2017-01-12;5;false;3334209
2911988779;1964407;2017-01-13;5;true;2854942
2912250384;1964407;2017-01-13;5;false;2672298
2912396332;1964407;2017-01-13;5;true;2672298
2912747881;1964407;2017-01-13;5;false;2108395
2912626306;1964407;2017-01-13;5;false;2108395
2912063955;1964407;2017-01-13;5;false;2854942
2973783723;1964407;2017-02-04;2;false;2006913
2973632094;1964407;2017-02-04;2;true;2006913
2973348752;1964407;2017-02-04;2;false;2006913
2981100686;1964407;2017-02-06;2;true;3332295
2980876773;1964407;2017-02-06;2;true;3332295
2983222528;1964407;2017-02-07;2;false;2006913
2983344621;1964407;2017-02-07;2;false;2006913
2983105664;1964407;2017-02-07;2;true;2006913
