2631317733;24;2016-09-09;2;739;3;false;98301
2634540289;24;2016-09-10;2;944;3;false;2659468
2645689286;24;2016-09-15;3;787;3;false;1276785
2645587025;24;2016-09-15;3;1414;3;true;1276785
2657348720;24;2016-09-20;3;825;4;true;795543
2657494507;24;2016-09-20;3;747;4;false;795543
2662820869;24;2016-09-23;3;971;3;false;3327985
2662932759;24;2016-09-23;3;730;2;false;3327985
2670876368;24;2016-09-26;3;1148;3;true;1105664
2670991138;24;2016-09-26;3;1101;3;true;1105664
2672292353;24;2016-09-27;3;1276;3;true;1276785
2672171681;24;2016-09-27;3;1007;3;true;1276785
2676164722;24;2016-09-29;2;1094;3;true;98301
2676661938;24;2016-09-29;3;1491;3;true;3327985
2676520507;24;2016-09-29;3;947;3;false;3327985
2676310529;24;2016-09-29;2;1373;3;true;98301
2678331923;24;2016-09-30;2;551;3;false;2659468
2678238536;24;2016-09-30;2;838;3;false;2659468
2700668641;24;2016-10-10;2;736;3;false;350190
2700779068;24;2016-10-10;2;933;3;false;350190
2704880245;24;2016-10-12;2;1030;3;false;2581813
2704979325;24;2016-10-12;2;751;3;false;2581813
2707455434;24;2016-10-13;3;855;3;false;3322300
2707294087;24;2016-10-13;3;760;3;false;3322300
2716158120;24;2016-10-17;2;948;3;true;2659468
2716259547;24;2016-10-17;2;671;3;false;2659468
2720305840;24;2016-10-19;1;509;3;false;3326875
2720381672;24;2016-10-19;1;980;3;false;3326875
2722465502;24;2016-10-20;2;686;3;false;98301
2722324990;24;2016-10-20;2;979;3;true;98301
