2175943133;2699723;2016-02-24;1810;true
2176031068;2699723;2016-02-24;1936;true
2206081123;2699723;2016-03-07;1726;true
2205999111;2699723;2016-03-07;1890;true
2220756175;2699723;2016-03-13;1739;true
2220834741;2699723;2016-03-13;1805;true
2231505428;2699723;2016-03-18;2079;true
2231784950;2699723;2016-03-18;2050;true
2231898495;2699723;2016-03-18;1927;true
2231634662;2699723;2016-03-18;509;false
2239061225;2699723;2016-03-21;1809;true
2241356598;2699723;2016-03-22;644;false
2278928053;2699723;2016-04-07;264;false
2278792927;2699723;2016-04-07;1621;true
2278637655;2699723;2016-04-07;802;false
2281408628;2699723;2016-04-08;2179;true
2292189434;2699723;2016-04-13;1265;false
