2858565269;2850016;2016-12-19;5;false;3326680
2858417197;2850016;2016-12-19;5;true;3326680
2858296744;2850016;2016-12-19;5;false;3326680
2866803968;2850016;2016-12-23;5;true;2775251
2866899043;2850016;2016-12-23;5;true;3326680
2896176937;2850016;2017-01-05;5;false;2790766
2896017944;3715938;2017-01-05;5;true;2790766
2896268274;3715938;2017-01-05;5;false;2790766
2911258370;3715938;2017-01-12;5;true;3412044
2911150487;3715938;2017-01-12;5;true;3412044
2924097933;3715938;2017-01-18;3;false;2293742
2924264075;2850016;2017-01-18;3;true;2293742
2924198842;3715938;2017-01-18;3;true;2293742
2996537252;3847866;2017-02-13;5;false;3704482
2996481267;3847866;2017-02-13;5;false;3704482
2996411136;3847866;2017-02-13;5;true;3704482
3003787404;3847866;2017-02-17;5;false;3759540
