2655334362;2860081;2016-09-19;3;1210;2;true;20
2655449401;2860081;2016-09-19;3;918;2;true;20
2657411166;2860081;2016-09-20;3;1323;2;true;2626685
2657278511;2860081;2016-09-20;3;1322;2;true;2626685
2665664898;2860081;2016-09-24;3;993;2;true;2626685
2668433317;2860081;2016-09-25;2;1156;2;false;726228
2670963806;2860081;2016-09-26;3;762;2;false;2634810
2670530361;2860081;2016-09-26;3;1070;2;false;2634810
2670716484;2860081;2016-09-26;3;1207;2;false;2626685
2700732352;2860081;2016-10-10;3;852;2;true;2414095
2700831927;2860081;2016-10-10;3;1006;2;true;2414095
2703189858;2860081;2016-10-11;3;735;2;false;2208748
2703316291;2860081;2016-10-11;3;811;2;false;2208748
2716465673;2860081;2016-10-17;3;1267;2;true;2414475
2716389710;2860081;2016-10-17;3;1694;2;true;2414475
2717992081;2860081;2016-10-18;3;1284;2;true;1951061
2718037600;2860081;2016-10-18;3;844;2;false;1951061
2719973293;2860081;2016-10-19;3;1443;4;true;1983234
2719895980;2860081;2016-10-19;3;1391;2;true;1983234
2714140348;2860081;2016-10-16;3;920;2;false;2414095
2713999086;2860081;2016-10-16;3;963;2;true;2414095
2716244363;2860081;2016-10-17;3;1098;2;false;20
2720528854;2860081;2016-10-19;4;1004;2;false;2854942
2720699362;2860081;2016-10-19;4;1437;2;true;2854942
2720252794;2860081;2016-10-19;1;971;2;false;1836806
2720320918;2860081;2016-10-19;1;1571;2;true;1836806
2727175160;2860081;2016-10-22;2;1344;2;false;15
2726610951;2860081;2016-10-22;3;2117;2;true;2208748
2727362914;2860081;2016-10-22;2;756;2;false;15
2726749420;2860081;2016-10-22;3;1485;2;true;2208748
2738929210;2860081;2016-10-28;2;1195;2;false;726228
2739178354;2860081;2016-10-28;2;1066;2;false;5
2739533185;2860081;2016-10-28;3;1202;1;false;2626685
2739757784;2860081;2016-10-28;1;1674;2;false;3331948
2739055826;2860081;2016-10-28;2;919;2;false;15
2739625496;2860081;2016-10-28;1;1108;2;false;2640025
2741147871;2860081;2016-10-29;3;1885;2;true;1272244
2741403542;2860081;2016-10-29;2;1394;2;false;3326126
2741632006;2860081;2016-10-29;2;1117;4;false;1520578
2746350720;2860081;2016-10-31;3;1587;0;true;3476337
2746249130;2860081;2016-10-31;3;1054;0;true;3476337
2746521507;2860081;2016-10-31;4;1222;0;true;3349045
2746438067;2860081;2016-10-31;4;1062;0;false;3349045
2748318295;2860081;2016-11-01;2;805;0;false;3326126
2749029097;2860081;2016-11-01;3;1109;0;false;2833354
2748257732;2860081;2016-11-01;2;1726;0;true;3326126
2749159516;2860081;2016-11-01;3;1222;0;false;2833354
2757628868;2860081;2016-11-05;2;962;0;false;1520578
2760194606;2860081;2016-11-06;2;1432;0;false;3326126
2762494590;2860081;2016-11-07;1;593;null;false;1375614
2762129114;2860081;2016-11-07;3;1252;Core;false;2414475
2762217387;2860081;2016-11-07;3;1287;Core;true;2414475
2762571220;2860081;2016-11-07;1;830;null;false;1375614
2764319959;2860081;2016-11-08;3;1695;Core;true;1951061
2764425284;2860081;2016-11-08;3;1352;Core;false;1951061
2766866223;2860081;2016-11-09;3;851;null;false;1983234
2766731511;2860081;2016-11-09;3;1341;null;true;1983234
2768472757;2860081;2016-11-10;3;1235;null;true;2626685
2768583062;2860081;2016-11-10;3;1482;Core;true;2626685
2793274728;2860081;2016-11-21;3;1490;Core;true;20
2793378405;2552118;2016-11-21;3;1450;null;true;20
2795909843;2860081;2016-11-22;3;1396;Core;false;2626685
2795773300;2860081;2016-11-22;3;1587;null;true;2626685
