2459045954;1000;1000;50;1000;1000
2461328439;1050;1050;50;1055;1050
2463436433;1100;1050;50;1109;1035
2462926975;1150;1150;50;1155;1165
2463089250;1100;1250;50;1106;1259
2474530424;1050;1000;50;1059;1000
2474370220;1100;1000;50;1110;1000
2476691977;1150;1000;50;1154;1000
2476979370;1200;1150;50;1200;1141
2478602010;1250;1150;50;1247;1136
2478743809;1300;1150;50;1292;1153
2479211141;1350;1300;50;1335;1293
2479051277;1300;1350;50;1284;1344
2580464619;1250;850;50;1237;949
2580340880;1200;900;50;1172;1014
