2849728090;2016-12-16;44;1951061;true;0;RUSH B;3349045;SL i-League StarSeries S3;5077;4;Newbee.Young##24;24;47##136477860;Queen of Pain;676;612;7;4;8;26800;0;1800||160678812;Shadow Demon;302;216;6;8;9;12100;795;3800||135726105;Ogre Magi;316;344;1;3;9;5600;0;56||173243564;Luna;734;628;9;3;11;26900;0;8600||117199412;Slardar;289;336;1;6;10;3300;0;38||Clockwerk;Weaver;Lifestealer;Rubick;Puck##2849728090;1000;1000;50;1000;1000
2849916227;2016-12-16;29;1951061;true;0;RUSH B;3349045;SL i-League StarSeries S3;5077;4;Newbee.Young##23;15;62##136477860;Tinker;636;628;6;3;8;21600;269;27||160678812;Warlock;403;424;7;2;10;11700;8300;1500||117199412;Legion Commander;493;538;4;2;12;12800;2700;2800||173243564;Terrorblade;659;510;4;3;13;13200;0;9300||135726105;Bounty Hunter;453;501;2;5;19;7300;3700;326||Dark Seer;Night Stalker;Rubick;Lifestealer;Queen of Pain##2849916227;1050;950;50;1050;950
2849827588;2016-12-16;30;1951061;false;1;RUSH B;3349045;SL i-League StarSeries S3;5077;4;Newbee.Young##7;33;14##160678812;Slardar;248;252;1;5;3;3600;0;166||136477860;Shadow Fiend;475;532;2;7;3;14600;90;1100||173243564;Juggernaut;490;491;3;4;2;10500;0;1200||117199412;Omniknight;299;300;0;9;2;4400;2900;160||135726105;Rubick;256;249;1;8;4;5300;0;264||Ogre Magi;Lifestealer;Queen of Pain;Axe;Disruptor##2849827588;1100;900;50;1094;906
2873311349;2016-12-26;24;1951061;false;0;EHOME.KEEN;2626685;DOTA2 ACE Provisional;5006;3;Newbee.Young##12;44;21##136477860;Shadow Fiend;450;444;4;6;2;11600;1400;505||117199412;Nyx Assassin;302;325;3;11;5;6700;0;0||160678812;Spirit Breaker;184;157;3;11;7;4000;0;0||173243564;Morphling;465;504;2;6;0;3600;0;1200||135726105;Crystal Maiden;185;184;0;10;7;3700;0;0||Dark Seer;Ursa;Tusk;Ember Spirit;Riki##2873311349;1050;900;50;1000;1000
2874750028;2016-12-27;50;1951061;false;1;EHOME.KEEN;2626685;Dota 2 Professional League 2016;4920;3;Newbee.Young##33;52;78##136477860;Invoker;576;544;16;7;8;37300;0;1500||160678812;Luna;576;543;6;12;17;37900;0;2800||89296893;Earth Spirit;376;493;5;6;18;14900;512;0||117199412;Timbersaw;439;553;3;15;16;17900;7500;186||135726105;Warlock;249;291;3;12;19;13900;9100;368||Queen of Pain;Faceless Void;Ogre Magi;Crystal Maiden;Ember Spirit##2874750028;1000;950;50;950;1050
2874859028;2016-12-27;16;1951061;false;1;EHOME.KEEN;2626685;Dota 2 Professional League 2016;4920;3;Newbee.Young##5;24;13##136477860;Templar Assassin;392;462;0;3;3;6000;0;0||160678812;Rubick;143;154;1;10;3;3100;32;0||117199412;Dark Seer;310;297;2;3;0;4300;589;0||89296893;Ogre Magi;175;196;1;2;4;4300;0;0||135726105;Ember Spirit;308;288;1;6;3;7400;65;0||Weaver;Oracle;Clinkz;Slardar;Legion Commander##2874859028;950;950;50;906;1094
2874574677;2016-12-27;30;1951061;false;0;Vici Gaming;726228;Dota 2 Professional League 2016;4920;2;Newbee.Young##16;23;34##136477860;Puck;413;469;7;1;6;12900;0;389||173243564;Ogre Magi;179;188;1;6;7;4000;0;45||160678812;Lifestealer;439;489;7;3;4;14100;1800;1600||135726105;Mirana;339;340;1;6;11;7300;0;413||117199412;Legion Commander;299;344;0;7;6;6800;624;0||Disruptor;Outworld Devourer;Sand King;Kunkka;Luna##2874574677;900;1200;50;1000;1044
2874661870;2016-12-27;29;1951061;false;1;Vici Gaming;726228;Dota 2 Professional League 2016;4920;2;Newbee.Young##19;52;39##173243564;Disruptor;182;192;0;13;10;5100;0;0||136477860;Tinker;424;430;5;5;9;28300;90;0||160678812;Lifestealer;415;522;2;9;7;7700;1200;0||117199412;Clockwerk;337;404;10;13;4;15100;0;0||135726105;Pudge;232;281;2;12;9;8200;0;22||Visage;Storm Spirit;Riki;Slardar;Ursa##2874661870;850;1300;50;953;1127
2879582382;2016-12-29;21;1951061;true;1;CAVALRY;3258149;SL i-League StarSeries S3;5077;4;Newbee.Young##11;4;23##135726105;Juggernaut;605;461;5;0;2;5200;0;6200||173243564;Oracle;306;230;2;1;5;1600;2200;62||136477860;Storm Spirit;526;467;3;1;3;9400;180;1300||160678812;Vengeful Spirit;396;206;1;2;7;2300;0;2200||117199412;Underlord;449;372;0;0;6;4100;643;4700||Earth Spirit;Axe;Disruptor;Sven;Queen of Pain##2879582382;800;1050;50;1034;1000
2879452093;2016-12-29;59;1951061;true;0;CAVALRY;3258149;SL i-League StarSeries S3;5077;4;Newbee.Young##40;41;107##136477860;Alchemist;982;459;5;3;22;51100;0;3200||173243564;Disruptor;271;337;2;13;23;11800;0;67||160678812;Oracle;320;410;9;10;23;13800;20000;428||117199412;Nyx Assassin;355;464;7;10;22;25900;0;378||135726105;Sven;687;468;17;5;17;37900;0;4200||Jakiro;Ogre Magi;Clockwerk;Tinker;Luna##2879452093;850;1000;50;1082;952
2879352351;2016-12-29;39;1951061;false;1;CAVALRY;3258149;SL i-League StarSeries S3;5077;4;Newbee.Young##14;46;38##136477860;Tinker;515;415;2;5;3;30800;209;0||160678812;Bounty Hunter;295;257;2;12;11;5500;0;0||173243564;Disruptor;283;221;3;12;9;6000;0;0||117199412;Sand King;308;299;1;12;10;11300;0;0||135726105;Ursa;503;584;6;5;5;17800;0;365||Weaver;Axe;Ogre Magi;Rubick;Shadow Fiend##2879352351;900;950;50;1125;909
