2458715870;1000;1000;50;1000;1000
2458374352;1050;1050;50;1050;1050
2458574887;1100;1000;50;1100;1002
2459005225;1150;1200;50;1149;1204
2458909866;1100;1250;50;1102;1251
2488249740;1050;1500;50;1000;1000
2488113093;1000;1550;50;940;1060
2508176473;950;800;50;897;974
2508080317;1000;850;50;951;1022
2510293806;950;750;50;901;891
2510427102;900;800;50;841;951
2514394571;850;1050;50;798;1063
2514259442;900;1000;50;864;997
2516732691;950;800;50;921;1011
2516849432;900;850;50;876;1056
2518557862;850;700;50;833;871
2518745619;900;650;50;885;819
2518455526;850;700;50;831;873
2536231949;800;1250;50;779;1245
2535084899;850;950;50;858;963
2537574496;900;1050;50;925;1120
2537758514;850;1100;50;886;1159
2537381784;900;1050;50;971;1074
2544369501;950;1000;50;1026;1000
2544223465;900;1050;50;975;1051
2544686268;850;800;50;929;854
2544547342;800;850;50;875;908
2568474386;750;1400;50;827;1254
2572756319;700;900;50;802;1116
2573478081;650;950;50;772;1000
2573301021;700;900;50;836;936
2572638069;750;950;50;891;1146
2577367735;700;950;50;856;1024
2582840585;650;1000;50;816;1000
2582700351;700;950;50;877;939
2584933975;750;1650;50;930;1475
2585097433;700;1700;50;910;1495
2590640348;750;1100;50;992;1069
2590475161;800;1050;50;1045;1016
2592264661;850;850;50;1093;1097
2592415496;800;900;50;1044;1146
