2452793026;1000;1000;50;1000;1000
2460720900;1050;1250;50;1000;1228
2460847765;1100;950;50;1061;953
2461220252;1050;900;50;1006;1000
2460412203;1100;1050;50;1055;958
2461504999;1050;900;50;1000;940
2463866292;1100;950;50;1051;953
2462992113;1050;950;50;996;951
2464172585;1100;1250;50;1043;1225
2464043004;1050;1350;50;1002;1170
2463351043;1100;1250;50;1060;1210
2463711060;1150;900;50;1117;986
2465270502;1200;1050;50;1160;1055
2465954548;1150;1300;50;1095;1103
2465741210;1200;1200;50;1145;1007
2465649035;1250;1150;50;1188;964
2465024200;1200;1100;50;1115;1120
2465135350;1150;1150;50;1066;1169
2467933282;1200;1250;50;1120;1182
2468551031;1250;1100;50;1172;1115
2468463759;1200;1150;50;1120;1167
2467792562;1150;1200;50;1073;1130
2467649043;1100;1250;50;1021;1182
2468369993;1150;1300;50;1078;1301
2479524232;1200;950;50;1050;1000
2479373372;1150;1000;50;998;1052
2484196001;1100;1050;50;951;1120
2483923230;1150;1000;50;1009;1062
2484073587;1100;1050;50;962;1109
2514770548;1150;950;50;1019;1007
2514886654;1200;900;50;1068;958
2515021916;1150;950;50;1013;1013
2545320723;1100;1750;50;1138;1432
2545254388;1050;1850;50;1101;1505
2545028860;1000;1000;50;1070;954
2545101126;1050;900;50;1118;863
2544940901;1100;850;50;1153;828
2545393745;1050;1450;50;1084;1204
2547305725;1100;1950;50;1139;1424
2546943823;1050;1150;50;1102;1285
2547224905;1100;1350;50;1160;1356
2547018705;1050;1050;50;1119;1165
2547353470;1000;2000;50;1067;1447
2548970550;950;1400;50;1034;1394
2548908956;900;1450;50;1002;1426
2549200733;850;1050;50;972;1255
2549139153;800;1100;50;937;1290
2551217301;750;1600;50;906;1372
2551125992;700;1350;50;882;1352
2551292188;650;1650;50;859;1396
2550971502;600;1400;50;839;1375
2558473213;650;1550;50;945;1133
2593668385;600;1100;50;963;1285
2593970730;550;1150;50;930;1318
2593843512;600;1100;50;1000;1248
