2459046751;1000;1000;50;1000;1000
2459675261;1050;1000;50;1050;1000
2459399803;1100;1000;50;1097;1000
2459216314;1150;1050;50;1146;1050
2459583995;1200;950;50;1191;951
2460720900;1250;1050;50;1228;1000
2459741412;1200;1000;50;1167;1025
2461361885;1250;900;50;1214;903
2460419598;1300;1050;50;1246;1055
2461015742;1350;800;50;1286;904
2463391722;1400;1050;50;1314;1149
2463706598;1450;1100;50;1356;999
2464317937;1500;1200;50;1388;1166
2463564353;1450;950;50;1329;961
2462816076;1400;900;50;1260;904
2464043004;1350;1050;50;1170;1002
2462991375;1300;1300;50;1112;1266
2465524303;1350;1150;50;1168;1071
2465954548;1300;1150;50;1103;1095
2465379514;1250;1200;50;1053;1136
2465741210;1200;1200;50;1007;1145
2465649035;1150;1250;50;964;1188
2512752334;1200;900;50;1000;974
2512635763;1250;850;50;1048;926
2519003016;1300;900;50;1095;1060
2518864618;1250;950;50;1044;1111
2529648536;1200;1000;50;1000;1000
2529744998;1250;950;50;1050;950
2532151432;1300;1100;50;1094;1000
2532327086;1350;1050;50;1139;955
2534163455;1400;700;50;998;879
2534037418;1450;650;50;1041;836
2578664531;1500;1150;50;1078;1008
2578754563;1450;1250;50;1025;1117
2578295629;1500;950;50;1079;1033
2578168668;1550;900;50;1131;981
2578541156;1600;1250;50;1177;1116
2580859674;1650;1050;50;1224;1246
2580759566;1600;1100;50;1170;1300
2580636916;1550;1150;50;1126;1344
2588317584;1500;800;50;1086;918
2593429545;1450;950;50;1179;968
2593273196;1500;900;50;1222;925
