2505565622;1000;1100;50;1000;1102
2512650202;1050;1050;50;1055;1053
2518906276;1100;1100;50;1109;1103
2521126403;1150;1050;50;1163;1055
2523190308;1200;1200;50;1212;1217
2525493439;1250;1350;50;1272;1361
2525355757;1300;1300;50;1325;1308
2565858316;1350;950;50;1379;953
2578258952;1400;950;50;1408;953
2589888152;1450;1050;50;1435;1054
2595491735;1500;1100;50;1466;1106
2598137087;1550;1150;50;1501;1154
2603208187;1600;1200;50;1537;1185
2605673516;1650;1150;50;1572;1163
2606037207;1600;1200;50;1485;1250
