2024991909;1000;1072;46
2025075459;1046;1026;63
2024915712;983;1089;44
2024783448;939;1133;39
2059905010;978;1000;63
2060023488;1041;1050;64
2059799777;1105;1000;53
2060049634;1158;986;53
2154827205;1211;1000;39
2154918475;1250;961;17
2157050994;1267;928;44
2157002584;1223;972;48
2171700333;1175;975;39
2171755960;1214;936;35
2174170321;1179;1000;41
2174115820;1220;959;36
2174252967;1256;1180;46
2174219394;1302;1134;42
2176353974;1344;933;27
2180813369;1371;1043;34
2178572793;1405;1094;35
2180756773;1440;1009;35
2197852915;1475;916;25
2203601018;1500;1349;44
2203662380;1544;1305;40
2206077451;1584;1017;22
2206001051;1606;995;20
2210804336;1626;1368;40
2210754624;1666;1328;48
2212842319;1714;983;22
2212899673;1736;961;25
2215717267;1761;945;25
2215796971;1786;920;22
2223209824;1808;863;20
2225288518;1828;1010;22
2225327053;1850;988;20
2227565782;1870;1195;28
2227501950;1842;1223;24
2232041720;1818;978;20
2232114220;1798;998;20
2231970870;1778;1018;22
