2405240400;2016-06-01;27;2780729;true;1;1297;9999;9999;Make.Dream;2581752;SGC 2016;4632##25;5;66##250604896;1545||156662698;2062||194624542;1876||227657377;2128||108977404;1587##1;1557;532;1323;good;good;1105##1;303;-148;-266;bad;bad;737##true;129##true;924;0.7;0.3##true;1071##3;129||2;156||3;499||5;542||10;614||10;687||8;756||2;758||2;827||5;896||4;907||3;920||1;924||3;993||9;1002||7;1205||5;1206||3;1215||2;1215||5;1348||2;1359||1;1362||3;1369||1;1472||3;1478||5;1482||2;1491||3;1535||1;1557||5;1653##ML##2405240400;1000;1000;55
2405379940;2016-06-01;27;2780729;true;0;1314;9999;9999;Make.Dream;2581752;SGC 2016;4632##20;6;52##250604896;1245||156662698;1637||194624542;1586||227657377;1587||108977404;1132##1;1315;63;787;perfect;good;993##1;474;326;-617;horrible;bad;843##false;82##true;894;1.0;0.2##false;1084##7;149||10;163||8;321||6;334||5;441||8;591||10;601||4;604||7;686||8;879||9;882||6;894||2;971||4;975||1;1309||9;1310||3;1312||7;1319||9;1511||8;1547||6;1547||10;1560||7;1592||9;1593##L##2405379940;1055;945;44
2409375204;2016-06-03;69;2780729;true;0;860;903;1245;Wings Red Gaming;2746885;SGC 2016;4632##23;24;64##250604896;742||156662698;1531||194624542;942||227657377;1425||108977404;722##1;487;406;438;bad;bad;1601##1;727;350;664;good;good;1472##false;112##false;1299;0.2;0.5##false;1062##2;112||3;170||3;633||4;731||9;745||4;834||10;890||3;922||2;931||5;954||1;1243||5;1299||5;1603||3;1645||7;1669||8;1942||1;2110||8;2238||3;2248||6;2329||1;2335||10;2754||7;2767||1;2831||8;2963||3;2976||6;2981||3;3161||4;3178||1;3267||3;3392||10;3640||6;3645||8;3884||6;3905||8;3954||1;3993||2;4025||6;4043||7;4060||4;4062||10;4069||9;4088##MH##2409375204;1099;1000;45
2409573630;2016-06-03;41;2780729;true;1;1068;1622;9999;Wings Red Gaming;2746885;SGC 2016;4632##23;12;64##250604896;1022||194624542;1093||156662698;1152||227657377;1822||108977404;1210##1;1465;50;701;normal;bad;1001##1;93;516;204;normal;good;888##false;97##true;1369;0.3;0.8##true;1033##7;97||10;108||10;178||9;470||10;477||4;543||8;703||6;712||3;723||4;737||10;738||2;905||3;915||8;917||1;920||1;1159||5;1369||1;1407||3;1569||2;1788||1;1788||3;2168||1;2171||2;2176||2;2222||7;2223||5;2226||8;2227||7;2425||2;2428||5;2432||4;2441##H##2409573630;1144;955;40
2419158690;2016-06-07;31;2780729;true;1;1227;1889;9999;alpha meow;2789230;SGC 2016;4632##28;9;66##250604896;1233||156662698;1602||194624542;1520||227657377;1721||108977404;1354##1;1391;504;642;good;good;1189##1;0;304;-566;bad;bad;713##true;-31##true;970;0.7;0.4##true;1162##3;-31||7;112||2;155||2;256||1;498||8;504||2;635||10;766||2;770||6;781||4;853||4;928||1;970||2;991||10;1028||8;1074||1;1243||9;1248||4;1258||2;1433||1;1485||4;1494||3;1593||2;1596||6;1597||5;1642||1;1648||7;1681||2;1746||5;1826||2;1843||3;1879##ML##2419158690;1184;1005;45
2419080892;2016-06-07;19;2780729;true;0;1518;9999;9999;alpha meow;2789230;SGC 2016;4632##24;5;61##250604896;1558||156662698;1606||194624542;2172||227657377;1653||108977404;1326##1;963;745;1498;perfect;perfect;1010##1;0;178;-735;horrible;horrible;588##true;2##true;673;1.5;0.4##true;1014##10;2||8;147||8;330||10;355||6;359||9;365||10;555||2;563||7;566||5;665||10;666||2;672||9;673||7;676||9;795||6;796||8;805||10;812||5;898||9;953||8;958||7;966||6;1018||5;1080||6;1108||7;1139||9;1145##ML##2419080892;1229;960;39
2421632962;2016-06-08;19;2780729;true;1;967;9999;9999;We Are Young.Amazing;2828740;SGC 2016;4632##19;2;51##250604896;1802||156662698;1814||194624542;1365||227657377;1869||108977404;1447##1;194;370;519;good;good;996##1;173;370;-548;bad;bad;717##true;202##true;995;0.7;0.2##true;1039##2;202||3;279||4;289||2;364||10;366||3;541||8;646||5;668||3;743||5;994||2;995||1;995||4;998||3;1007||4;1084||1;1086||3;1093||2;1100##ML##2421632962;1268;1087;45
2421744792;2016-06-08;28;2780729;true;0;963;9999;9999;We Are Young.Amazing;2828740;SGC 2016;4632##32;16;72##250604896;851||156662698;1683||194624542;1443||227657377;2446||108977404;1647##1;792;156;2;normal;normal;889##1;0;444;136;normal;good;615##false;2##true;882;0.9;0.8##true;1642##1;2||6;9||3;150||6;281||1;352||1;458||10;628||5;720||9;753||7;785||3;818||1;828||5;832||8;851||7;856||9;870||6;882||10;909||8;920||1;970||4;1017||9;1020||3;1032||5;1033||6;1104||5;1118||10;1178||9;1179||6;1215||9;1222||10;1249||1;1359||5;1362||9;1362||6;1365||8;1392||6;1464||9;1508||10;1512||8;1513||2;1592||6;1625||8;1647||7;1664##L##2421744792;1313;1042;36
2433092992;1349;1078;37
2433200897;1386;1041;35
2435307874;1421;1103;35
2435821908;1456;1204;39
2435420669;1495;1068;30
2437565390;1525;1064;28
2437682290;1553;1036;25
2440500452;1578;1087;27
2440340319;1605;1060;75
2440634149;1530;1128;33
2442777662;1563;632;21
2457555774;1584;933;20
2457675135;1604;1400;68
2457754850;1536;1468;47
2457849379;1583;1376;57
