2408612651;1375614;2016-06-03;1;1469;4;true
2408737158;1375614;2016-06-03;1;1872;3;true
2408813096;1375614;2016-06-03;1;1476;3;true
2408659554;1375614;2016-06-03;1;1095;4;true
2420586461;1375614;2016-06-08;1;527;4;false
2420649625;1375614;2016-06-08;1;1395;3;true
2420526669;1375614;2016-06-08;1;1145;3;true
2423773495;1375614;2016-06-09;1;912;3;true
2423662664;1375614;2016-06-09;1;899;3;true
2428159350;1375614;2016-06-11;1;951;3;false
2427950507;1375614;2016-06-11;1;1586;3;true
2428046296;1375614;2016-06-11;1;1223;3;false
2430271395;1375614;2016-06-12;1;864;3;false
2430120102;1375614;2016-06-12;1;1727;3;true
2430186583;1375614;2016-06-12;1;884;3;false
2449505661;1375614;2016-06-20;2;1100;3;false
2449099273;1375614;2016-06-20;2;957;4;false
2449176594;1375614;2016-06-20;2;992;4;true
2449626045;1375614;2016-06-20;2;1250;3;true
2454125403;1375614;2016-06-22;1;1587;3;true
2454216255;1375614;2016-06-22;1;1648;4;true
2471596465;1375614;2016-06-30;2;1661;3;true
2471515754;1375614;2016-06-30;2;1045;3;false
2475704203;1375614;2016-07-02;1;1092;3;true
2475623174;1375614;2016-07-02;1;1555;3;true
2478656233;1375614;2016-07-03;1;1343;3;false
2478862924;1375614;2016-07-03;1;606;3;false
2487704143;1375614;2016-07-07;1;1250;3;true
2487279084;1375614;2016-07-07;1;1224;3;true
2487117716;1375614;2016-07-07;1;1360;3;true
2487807177;1375614;2016-07-07;1;1439;3;true
2490113541;1375614;2016-07-08;1;964;3;false
2489840815;1375614;2016-07-08;1;758;3;false
2489929269;1375614;2016-07-08;1;1004;4;true
2494438298;1375614;2016-07-10;1;869;3;false
2494588246;1375614;2016-07-10;1;1185;3;false
2494116647;1375614;2016-07-10;1;966;3;true
2494920249;1375614;2016-07-10;1;938;3;true
2494287314;1375614;2016-07-10;1;1151;3;true
2494743001;1375614;2016-07-10;1;1214;3;true
2494010365;1375614;2016-07-10;1;1057;3;true
2499228298;1375614;2016-07-12;1;1404;3;true
2499168365;1375614;2016-07-12;1;1573;3;true
2498763401;1375614;2016-07-12;1;1287;3;true
2498708290;1375614;2016-07-12;1;1799;3;true
2501237169;1375614;2016-07-13;1;1461;3;true
2501563722;1375614;2016-07-13;1;1531;3;true
2501294293;1375614;2016-07-13;1;2055;3;true
2500816344;1375614;2016-07-13;1;1085;3;true
2500881491;1375614;2016-07-13;1;1687;3;true
2501442165;1375614;2016-07-13;1;1344;3;true
2503365698;1375614;2016-07-14;1;1518;3;true
2502908087;1375614;2016-07-14;2;1162;3;true
2502830849;1375614;2016-07-14;2;1584;3;true
2503428644;1375614;2016-07-14;1;1644;3;true
2547411769;1375614;2016-08-04;1;731;3;false
2547532940;1375614;2016-08-04;1;1187;3;true
2547459841;1375614;2016-08-04;1;1364;3;true
2547614737;1375614;2016-08-04;1;1509;3;true
2549304968;1375614;2016-08-04;1;1653;3;true
2549351943;1375614;2016-08-04;1;1441;3;true
2549567377;1375614;2016-08-05;1;932;3;false
2549650330;1375614;2016-08-05;1;1047;3;false
2551419679;1375614;2016-08-05;1;1202;3;true
2551353251;1375614;2016-08-05;1;869;4;true
2551529539;1375614;2016-08-06;1;1108;3;true
2551582637;1375614;2016-08-06;1;752;3;false
2560226228;1375614;2016-08-09;1;1168;3;false
2560158271;1375614;2016-08-09;1;751;3;false
2562303634;1375614;2016-08-10;1;1125;3;true
2562388622;1375614;2016-08-10;1;956;3;false
2562425844;1375614;2016-08-10;1;914;4;false
